,CustomerID,Region,Sales,Discount,Date,ProductID,Quantity,Return,CustomerType,SalesChannel,PaymentMethod,SatisfactionScore,ProductCategory
24,1025,West,23558.07439044445,277.0,2024-09-22 08:04:19.459459456,163,25,0,New,Online,Cash,6.0,Health & Beauty
25,1026,South,14376.789540810654,15.0,2024-03-14 17:52:25.945945944,161,21,0,VIP,Direct,Cash,5.0,Health & Beauty
26,1027,South,12329.429146321889,277.0,2023-12-18 06:01:48.108108108,153,65,0,Returning,Online,Cash,4.0,Health & Beauty
27,1028,South,26388.384109492545,5.0,2023-04-17 15:39:49.189189188,108,63,0,VIP,Direct,Cash,4.0,Home & Kitchen
28,1029,West,21661.57005989796,5.0,2023-01-27 04:25:13.513513513,187,89,0,New,Direct,Cash,6.0,Sports
29,1030,West,16257.567317217232,277.0,2024-07-14 17:23:36.216216216,136,51,0,New,In-Store,Bank Transfer,4.0,Sports
30,1031,North,27755.75987761261,5.0,2023-03-07 18:42:52.972972973,148,36,0,Returning,In-Store,Bank Transfer,5.0,Health & Beauty
31,1032,North,20578.373171464293,277.0,2024-06-23 00:15:51.351351352,140,81,0,New,Direct,Cash,6.0,Clothing
32,1033,West,25896.48592031913,10.0,2023-05-10 15:26:50.810810810,116,88,0,New,In-Store,Cash,5.0,Home & Kitchen
33,1034,South,122.0,15.0,2023-11-28 10:52:58.378378376,187,66,0,Returning,Online,Bank Transfer,7.0,Sports
34,1035,South,30303.739624409936,10.0,2024-09-14 00:49:00.540540536,120,15,0,VIP,In-Store,Bank Transfer,9.0,Health & Beauty
35,1036,North,28776.70421221602,277.0,2023-06-29 10:58:44.324324324,150,96,0,Returning,In-Store,Bank Transfer,10.0,Home & Kitchen
36,1037,West,18755.179257604632,15.0,2024-08-02 05:53:09.189189184,158,39,0,VIP,Online,Cash,7.0,Clothing
37,1038,North,24857.85475477177,277.0,2023-01-27 19:44:51.891891892,138,70,0,Returning,In-Store,Credit Card,7.0,Health & Beauty
38,1039,North,23226.879747925737,15.0,2024-08-27 03:39:05.945945944,154,1,0,VIP,Direct,Credit Card,4.0,Electronics
39,1040,East,26843.157787661745,15.0,2023-03-11 14:40:43.243243243,140,23,0,Returning,Online,Credit Card,1.0,Books
40,1041,East,15175.382697099478,15.0,2024-09-21 16:44:41.081081080,138,39,0,VIP,Direct,Credit Card,8.0,Clothing
41,1042,East,23430.2572999922,15.0,2023-05-14 11:24:41.081081080,112,57,1,Returning,Online,Cash,4.0,Toys
42,1043,South,25292.12243424794,277.0,2024-04-22 16:50:27.027027024,163,81,1,VIP,Direct,Credit Card,1.0,Toys
43,1044,West,11206.302567884428,15.0,2024-07-07 16:47:34.054054048,110,34,0,Returning,Direct,Bank Transfer,5.0,Clothing
44,1045,West,122.0,15.0,2024-06-14 01:40:54.054054048,118,41,0,New,In-Store,Bank Transfer,8.0,Toys
45,1046,West,9803.839111199495,10.0,2023-01-31 15:42:42.162162162,110,93,0,VIP,Direct,Credit Card,4.0,Sports
46,1047,West,18652.96582777721,5.0,2023-03-14 19:18:55.135135135,176,73,0,Returning,In-Store,Bank Transfer,8.0,Clothing
47,1048,East,23587.71127897981,5.0,2023-04-09 08:24:30.270270270,145,13,0,VIP,Online,Cash,8.0,Electronics
48,1049,South,27511.78526048014,10.0,2024-02-18 20:06:29.189189188,144,70,0,VIP,Direct,Credit Card,3.0,Clothing
49,1050,South,20370.473902098875,10.0,2023-11-17 14:19:05.945945944,100,6,0,Returning,Direct,Credit Card,9.0,Health & Beauty
50,1051,East,28143.07772785646,277.0,2024-03-08 23:55:40.540540536,139,84,0,VIP,Online,Cash,3.0,Health & Beauty
51,1052,South,13099.492708925543,277.0,2024-06-15 08:20:10.810810808,118,52,0,Returning,Online,Bank Transfer,1.0,Home & Kitchen
52,1053,East,11483.087803224227,277.0,2024-03-29 10:24:08.648648648,175,3,0,New,Direct,Cash,2.0,Toys
53,1054,West,19722.261505516904,10.0,2024-09-21 01:25:02.702702696,171,81,0,VIP,Online,Cash,6.0,Books
54,1055,East,21920.32724469653,10.0,2023-02-14 16:54:46.486486486,171,63,0,New,In-Store,Bank Transfer,10.0,Toys
55,1056,West,19836.52625952953,15.0,2023-11-27 19:33:20.000000000,160,49,0,VIP,Online,Cash,2.0,Sports
56,1057,West,9662.789499800618,277.0,2024-03-30 01:43:47.027027024,111,76,0,VIP,Online,Bank Transfer,6.0,Clothing
57,1058,North,122.0,277.0,2023-08-02 22:39:16.756756756,160,47,0,VIP,Direct,Bank Transfer,1.0,Books
58,1059,East,13477.652497475734,277.0,2023-02-12 03:36:12.972972973,132,55,0,Returning,In-Store,Cash,1.0,Books
59,1060,North,23348.362744150192,5.0,2023-11-11 05:02:42.162162160,144,64,0,New,Online,Bank Transfer,5.0,Toys
60,1061,East,21832.99123048424,15.0,2024-02-19 11:26:07.567567564,189,65,0,VIP,In-Store,Cash,10.0,Books
61,1062,East,15300.601068363225,277.0,2024-04-25 21:28:38.918918920,191,81,0,Returning,In-Store,Bank Transfer,9.0,Books
62,1063,North,17430.665413316532,277.0,2024-09-08 22:11:53.513513512,168,67,0,VIP,In-Store,Credit Card,8.0,Health & Beauty
63,1064,North,14703.93239055524,277.0,2023-05-16 09:23:36.216216216,107,90,0,Returning,Direct,Bank Transfer,3.0,Electronics
64,1065,East,19686.60451363414,5.0,2023-04-25 22:55:08.108108108,124,15,0,VIP,Online,Bank Transfer,3.0,Clothing
65,1066,South,24775.71160250619,5.0,2024-05-03 13:24:19.459459456,190,32,0,New,Direct,Cash,1.0,Toys
66,1067,West,15071.369768322282,10.0,2024-01-26 20:19:27.567567564,145,96,0,New,Online,Bank Transfer,3.0,Health & Beauty
67,1068,North,22520.23257758922,15.0,2024-07-04 12:09:22.162162160,186,68,0,VIP,Online,Credit Card,1.0,Sports
68,1069,West,17348.711908137797,10.0,2024-01-17 21:44:30.270270268,129,18,0,Returning,Direct,Credit Card,8.0,Sports
69,1070,30,16035.635838688278,15.0,2024-03-20 11:49:11.351351352,146,83,1,VIP,In-Store,Bank Transfer,1.0,Home & Kitchen
70,1071,South,19464.84820022721,5.0,2024-01-20 11:03:03.783783780,186,43,0,Returning,In-Store,Bank Transfer,5.0,Books
71,1072,South,14823.788387903129,277.0,2023-06-07 17:50:59.459459458,148,35,0,VIP,Online,Credit Card,9.0,Books
72,1073,North,17231.75347326409,10.0,2023-05-17 00:43:14.594594594,146,78,0,Returning,Direct,Cash,7.0,Toys
73,1074,South,14010.610537055758,277.0,2023-08-17 15:10:59.459459460,183,58,0,New,In-Store,Credit Card,4.0,Electronics
74,1075,North,29823.625664581945,10.0,2023-06-08 09:10:37.837837836,181,33,1,VIP,In-Store,Credit Card,9.0,Electronics
75,1076,South,20176.317759858644,5.0,2024-02-11 19:30:27.027027024,117,14,0,New,Online,Bank Transfer,9.0,Toys
76,1077,West,16501.372460037073,5.0,2024-08-11 19:47:44.864864864,165,34,0,New,Online,Bank Transfer,2.0,Toys
77,1078,West,21069.899553671108,5.0,2024-08-29 01:38:01.081081080,167,61,0,VIP,Direct,Credit Card,10.0,Health & Beauty
78,1079,30,19438.35975154585,10.0,2024-07-16 00:02:52.972972968,193,4,0,VIP,Online,Cash,10.0,Sports
79,1080,West,18895.152002333885,15.0,2023-11-25 21:34:24.864864864,132,88,0,Returning,In-Store,Credit Card,6.0,Toys
80,1081,East,23070.83350021713,10.0,2023-02-25 13:28:38.918918919,135,59,0,Returning,In-Store,Credit Card,4.0,Sports
81,1082,West,23787.538550236524,15.0,2024-02-27 18:41:26.486486488,181,29,0,New,In-Store,Cash,8.0,Home & Kitchen
82,1083,North,17347.494261947362,10.0,2023-04-22 18:16:56.216216216,118,83,1,Returning,In-Store,Credit Card,7.0,Sports
83,1084,West,17120.9087967766,10.0,2024-04-06 02:19:49.189189184,127,6,0,Returning,Direct,Credit Card,7.0,Health & Beauty
84,1085,East,18624.74151424178,5.0,2023-09-29 10:06:50.810810808,139,97,0,VIP,Direct,Bank Transfer,10.0,Books
85,1086,East,8490.394176322076,277.0,2024-05-06 18:02:31.351351352,183,49,0,Returning,Online,Cash,9.0,Books
86,1087,South,12424.044689007238,277.0,2024-01-20 11:03:03.783783780,196,40,0,New,Online,Bank Transfer,5.0,Sports
87,1088,North,26834.371337222623,15.0,2024-05-06 18:02:31.351351352,175,83,0,Returning,Online,Bank Transfer,6.0,Books
88,1089,West,28224.83856750642,277.0,2024-08-12 11:07:23.243243240,114,65,0,New,Direct,Cash,1.0,Books
89,1090,South,18754.81980221811,10.0,2024-03-24 07:47:01.621621616,140,69,0,VIP,In-Store,Cash,6.0,Clothing
90,1091,30,22882.784815278832,10.0,2023-02-21 02:11:10.270270270,138,27,0,New,Online,Credit Card,2.0,Home & Kitchen
91,1092,West,21556.25077271768,5.0,2024-08-14 09:06:18.378378376,101,80,0,Returning,In-Store,Bank Transfer,6.0,Health & Beauty
92,1093,South,35394.40404227619,5.0,2023-03-29 11:50:37.837837837,162,6,1,VIP,Online,Cash,9.0,Health & Beauty
93,1094,South,25597.874557172883,277.0,2023-10-03 21:24:19.459459456,128,13,0,Returning,Online,Bank Transfer,8.0,Books
94,1095,South,19360.412042596166,15.0,2023-10-27 12:30:59.459459456,173,64,0,VIP,Online,Bank Transfer,9.0,Electronics
95,1096,South,15222.297796997873,277.0,2023-08-11 21:14:14.054054052,165,62,0,VIP,Online,Cash,10.0,Health & Beauty
96,1097,South,11967.768398712138,277.0,2023-03-21 19:54:57.297297297,150,99,0,Returning,Online,Credit Card,8.0,Home & Kitchen
97,1098,West,21017.318179336115,277.0,2024-07-16 00:02:52.972972968,174,19,0,Returning,In-Store,Bank Transfer,3.0,Toys
98,1099,South,16218.246273578485,277.0,2024-08-07 23:49:54.594594592,176,76,0,VIP,Online,Cash,8.0,Home & Kitchen
99,1100,North,12888.731452011629,10.0,2024-07-07 16:47:34.054054048,109,80,0,VIP,In-Store,Credit Card,6.0,Books
100,1101,East,16767.13557878737,15.0,2023-07-16 16:49:00.540540540,113,43,0,Returning,Direct,Bank Transfer,6.0,Books
101,1102,South,14592.259981928026,10.0,2024-06-29 09:32:15.135135136,181,74,0,New,Online,Cash,6.0,Clothing
102,1103,30,28435.708175362823,15.0,2023-05-27 05:57:28.648648648,150,89,0,Returning,In-Store,Bank Transfer,3.0,Sports
103,1104,West,24408.19878474725,5.0,2023-10-21 03:14:35.675675676,172,20,0,VIP,Direct,Cash,10.0,Health & Beauty
104,1105,South,19960.13679341692,277.0,2023-08-08 16:36:02.162162160,138,95,0,Returning,Direct,Cash,1.0,Sports
105,1106,South,27399.72069445013,10.0,2023-07-17 08:08:38.918918918,127,68,0,New,Direct,Bank Transfer,4.0,Sports
106,1107,South,20386.84153823809,15.0,2024-08-30 23:36:56.216216216,102,44,0,Returning,In-Store,Bank Transfer,10.0,Health & Beauty
107,1108,West,15693.578993358682,5.0,2023-01-13 03:13:09.189189189,183,23,0,VIP,Online,Cash,6.0,Health & Beauty
108,1109,South,27615.620386348288,5.0,2024-07-16 00:02:52.972972968,169,2,0,Returning,Online,Credit Card,10.0,Books
109,1110,East,22694.550218423294,277.0,2023-12-24 15:18:11.891891888,126,22,0,VIP,In-Store,Bank Transfer,2.0,Health & Beauty
110,1111,West,14813.769228367715,15.0,2024-02-17 13:27:12.432432432,101,57,0,VIP,Online,Cash,7.0,Electronics
111,1112,East,19048.30660958196,10.0,2023-12-11 20:45:24.324324324,192,72,0,Returning,In-Store,Cash,7.0,Electronics
112,1113,West,15621.908733076214,277.0,2023-12-23 23:58:33.513513512,137,7,0,VIP,Online,Credit Card,4.0,Toys
113,1114,South,13086.00134517832,10.0,2023-10-31 23:48:28.108108108,102,78,0,VIP,Direct,Credit Card,4.0,Health & Beauty
114,1115,East,24630.88773765821,5.0,2023-06-21 03:43:25.405405404,115,56,0,New,Online,Credit Card,1.0,Clothing
115,1116,West,29547.08320235065,10.0,2023-01-02 06:39:16.756756756,193,67,0,New,In-Store,Bank Transfer,2.0,Toys
116,1117,North,13007.162130904291,10.0,2024-05-06 02:42:52.972972968,139,16,0,New,In-Store,Cash,9.0,Books
117,1118,South,22814.846183452853,277.0,2023-01-10 13:54:35.675675675,101,83,0,New,Direct,Cash,10.0,Health & Beauty
118,1119,West,16746.787154390866,10.0,2024-01-22 09:01:58.918918916,180,51,0,VIP,In-Store,Cash,8.0,Electronics
119,1120,North,17564.37308117652,277.0,2023-08-16 23:51:21.081081080,140,82,1,Returning,Online,Credit Card,8.0,Clothing
120,1121,West,17038.030378805655,5.0,2024-02-16 22:07:34.054054052,111,80,0,VIP,Online,Cash,9.0,Toys
121,1122,North,15680.04615160092,277.0,2024-06-02 13:47:23.243243240,134,72,0,VIP,Direct,Bank Transfer,7.0,Clothing
122,1123,South,20242.608139724136,277.0,2024-06-19 04:18:01.081081080,164,97,0,VIP,In-Store,Credit Card,9.0,Health & Beauty
123,1124,East,15845.249417944811,15.0,2023-03-26 07:12:25.945945946,154,12,0,Returning,Direct,Credit Card,10.0,Home & Kitchen
124,1125,North,21352.284128899195,10.0,2023-07-18 14:47:55.675675674,144,53,0,New,Online,Credit Card,2.0,Clothing
125,1126,30,19748.809452754314,5.0,2024-09-08 22:11:53.513513512,178,75,0,VIP,Direct,Credit Card,6.0,Clothing
126,1127,South,18805.25976566795,277.0,2023-11-04 04:26:40.000000000,189,5,0,VIP,In-Store,Bank Transfer,3.0,Books
127,1128,North,15462.18168979201,5.0,2024-07-24 22:37:50.270270264,184,27,0,New,Direct,Cash,6.0,Electronics
128,1129,West,17116.143347158337,15.0,2023-12-13 18:44:19.459459456,161,12,0,VIP,In-Store,Bank Transfer,3.0,Health & Beauty
129,1130,West,122.0,10.0,2023-07-14 03:30:27.027027026,148,17,1,Returning,In-Store,Cash,8.0,Clothing
130,1131,West,22504.585938121905,277.0,2023-06-21 03:43:25.405405404,194,6,0,VIP,Online,Bank Transfer,4.0,Health & Beauty
131,1132,North,15112.223776007246,10.0,2023-09-21 18:11:10.270270268,124,97,1,VIP,Online,Credit Card,10.0,Electronics
132,1133,North,20496.66152714613,15.0,2023-01-16 07:51:21.081081081,122,5,0,New,Online,Credit Card,6.0,Books
133,1134,North,23756.935616858944,15.0,2024-09-17 20:46:50.810810808,123,57,0,VIP,In-Store,Bank Transfer,9.0,Health & Beauty
134,1135,East,11652.97359439314,5.0,2023-07-21 04:06:29.189189188,137,28,0,VIP,Direct,Bank Transfer,2.0,Sports
135,1136,North,22716.80096189968,277.0,2023-12-31 00:34:35.675675672,127,78,0,Returning,In-Store,Cash,2.0,Electronics
136,1137,North,16686.881205270765,5.0,2024-04-07 08:59:05.945945944,120,69,0,New,Online,Bank Transfer,7.0,Electronics
137,1138,North,22852.9933429658,15.0,2024-03-01 23:19:38.378378376,153,59,1,New,Online,Bank Transfer,2.0,Toys
138,1139,East,16183.704217287415,10.0,2024-06-10 21:02:42.162162160,117,33,0,Returning,Direct,Cash,2.0,Books
139,1140,North,10975.589496677405,5.0,2023-06-25 15:00:54.054054054,135,62,0,VIP,Online,Cash,4.0,Books
140,1141,West,11862.287810584186,5.0,2024-08-16 07:05:13.513513512,198,50,0,New,Online,Cash,9.0,Sports
141,1142,North,20240.42473330691,10.0,2023-09-05 19:00:10.810810808,144,19,0,New,Online,Bank Transfer,8.0,Health & Beauty
142,1143,West,21298.61250860741,5.0,2024-04-05 11:00:10.810810808,172,86,1,VIP,Direct,Cash,2.0,Home & Kitchen
143,1144,West,15478.416874477956,10.0,2023-10-10 22:00:21.621621620,152,69,0,VIP,In-Store,Credit Card,8.0,Sports
144,1145,West,23192.96229388687,277.0,2024-09-29 08:40:21.621621616,129,66,0,New,Online,Credit Card,4.0,Toys
145,1146,East,11692.3996886552,10.0,2023-09-30 01:26:29.189189188,159,94,0,VIP,Direct,Credit Card,2.0,Books
146,1147,East,19669.601006763416,277.0,2023-02-05 18:19:49.189189189,197,47,0,New,Online,Bank Transfer,10.0,Electronics
147,1148,East,13944.919001187716,10.0,2024-03-20 11:49:11.351351352,131,39,1,VIP,Direct,Credit Card,7.0,Books
148,1149,North,16740.819460989205,15.0,2024-09-11 11:30:27.027027024,166,68,0,VIP,Online,Bank Transfer,6.0,Sports
149,1150,West,122.0,15.0,2023-12-27 19:56:23.783783780,166,33,0,Returning,Direct,Bank Transfer,10.0,Home & Kitchen
150,1151,30,15697.933173580235,277.0,2024-04-04 19:40:32.432432432,127,13,0,VIP,Online,Credit Card,5.0,Clothing
151,1152,East,18077.22227885088,277.0,2023-08-23 09:07:44.864864864,143,84,0,Returning,In-Store,Cash,1.0,Clothing
152,1153,North,25031.464046072204,15.0,2024-08-23 07:41:15.675675672,178,54,0,VIP,Online,Bank Transfer,2.0,Books
153,1154,East,17115.540652384258,277.0,2023-08-06 18:37:07.027027024,140,7,0,New,Direct,Credit Card,8.0,Books
154,1155,North,24178.460560325708,10.0,2024-05-28 11:10:16.216216216,162,79,0,New,Online,Bank Transfer,1.0,Toys
155,1156,South,14351.46572671191,10.0,2024-06-27 11:33:20.000000000,122,87,1,VIP,In-Store,Cash,3.0,Books
156,1157,East,22649.02088957641,15.0,2023-07-13 12:10:48.648648648,174,14,0,VIP,Online,Cash,2.0,Home & Kitchen
157,1158,South,122.0,5.0,2024-05-02 06:45:02.702702704,147,87,0,New,Direct,Credit Card,5.0,Books
158,1159,North,7641.777499363554,10.0,2023-08-27 05:05:35.135135132,131,19,1,VIP,Direct,Bank Transfer,4.0,Health & Beauty
159,1160,West,16015.523722647617,277.0,2024-08-29 01:38:01.081081080,156,54,0,Returning,In-Store,Bank Transfer,7.0,Sports
160,1161,East,22885.3606359027,5.0,2024-06-04 11:46:18.378378376,199,93,0,Returning,Direct,Bank Transfer,5.0,Home & Kitchen
161,1162,North,18984.773069785035,5.0,2023-03-12 21:20:00.000000000,132,20,0,Returning,Online,Bank Transfer,8.0,Toys
162,1163,West,21855.729366856543,10.0,2024-07-14 02:03:57.837837832,123,29,0,Returning,Online,Credit Card,4.0,Health & Beauty
163,1164,West,16980.074066420897,10.0,2023-01-04 04:38:11.891891891,138,24,0,Returning,Online,Cash,6.0,Health & Beauty
164,1165,South,20432.9489373645,5.0,2024-08-16 07:05:13.513513512,133,82,1,VIP,Direct,Credit Card,4.0,Sports
165,1166,North,19221.613823039603,5.0,2024-03-24 07:47:01.621621616,155,63,0,VIP,Online,Bank Transfer,2.0,Clothing
166,1167,West,25838.91030829904,15.0,2024-06-23 15:35:29.729729728,127,74,0,Returning,Online,Bank Transfer,1.0,Home & Kitchen
167,1168,East,21272.104216506064,277.0,2024-08-25 05:40:10.810810808,136,57,0,VIP,Online,Cash,1.0,Sports
168,1169,East,21688.01331037601,15.0,2023-06-27 12:59:49.189189188,106,8,0,VIP,In-Store,Bank Transfer,8.0,Health & Beauty
169,1170,South,17940.615169387664,10.0,2023-09-01 07:42:42.162162160,167,90,0,Returning,Direct,Credit Card,4.0,Toys
170,1171,West,17561.968879637534,15.0,2024-06-27 11:33:20.000000000,136,62,0,VIP,Direct,Credit Card,5.0,Sports
171,1172,North,17837.209060901896,15.0,2023-01-08 15:55:40.540540540,155,29,0,VIP,Direct,Cash,8.0,Clothing
172,1173,East,21972.26071189149,15.0,2023-07-12 20:51:10.270270270,164,74,0,VIP,In-Store,Credit Card,7.0,Health & Beauty
173,1174,West,17895.077595898685,15.0,2023-12-21 10:40:00.000000000,164,17,1,Returning,Direct,Credit Card,8.0,Sports
174,1175,West,21448.874284482063,277.0,2024-01-29 09:38:01.081081080,146,66,0,VIP,In-Store,Credit Card,8.0,Home & Kitchen
175,1176,South,30377.0039932272,277.0,2023-04-12 13:02:42.162162162,119,6,0,New,In-Store,Credit Card,6.0,Clothing
176,1177,East,122.0,5.0,2023-04-08 17:04:51.891891891,118,58,0,New,Direct,Bank Transfer,10.0,Home & Kitchen
177,1178,East,18369.882339160795,10.0,2024-04-25 21:28:38.918918920,128,69,0,Returning,Online,Credit Card,2.0,Home & Kitchen
178,1179,North,26006.069610819723,15.0,2023-04-25 22:55:08.108108108,173,28,0,New,Online,Cash,6.0,Home & Kitchen
179,1180,East,122.0,5.0,2023-12-02 06:50:48.648648648,159,62,0,Returning,Direct,Cash,1.0,Sports
180,1181,North,9809.37732411073,5.0,2023-04-25 07:35:29.729729730,117,41,0,New,Direct,Credit Card,1.0,Clothing
181,1182,East,14959.56844541298,5.0,2023-08-29 03:04:30.270270268,191,69,0,New,In-Store,Cash,3.0,Sports
182,1183,South,10646.04039487072,277.0,2024-05-27 19:50:37.837837832,134,82,0,New,Direct,Credit Card,3.0,Sports
183,1184,East,18242.43257979345,15.0,2024-05-09 22:40:43.243243240,142,90,0,Returning,In-Store,Cash,5.0,Sports
184,1185,North,20092.09189594776,15.0,2023-04-17 15:39:49.189189188,194,84,1,Returning,Direct,Cash,1.0,Health & Beauty
185,1186,North,28382.186561376413,10.0,2023-05-17 00:43:14.594594594,190,41,0,VIP,Online,Credit Card,10.0,Books
186,1187,South,122.0,15.0,2023-04-06 03:46:18.378378378,110,49,0,Returning,Online,Credit Card,6.0,Electronics
187,1188,East,18904.49735595568,15.0,2023-01-10 13:54:35.675675675,148,91,0,New,Direct,Bank Transfer,7.0,Health & Beauty
188,1189,East,24147.027905917446,5.0,2023-02-27 11:27:34.054054054,137,49,0,New,In-Store,Credit Card,10.0,Clothing
189,1190,South,8944.323454960575,10.0,2023-03-17 23:57:07.027027027,163,76,0,Returning,Online,Credit Card,3.0,Electronics
190,1191,East,21178.07279054283,15.0,2024-09-01 21:35:51.351351352,168,71,0,Returning,In-Store,Bank Transfer,4.0,Electronics
191,1192,East,23854.325969434834,277.0,2023-06-10 22:29:11.351351350,107,3,0,Returning,Direct,Credit Card,10.0,Electronics
192,1193,North,12607.068771100792,15.0,2023-02-07 16:18:44.324324324,133,10,0,VIP,Direct,Credit Card,10.0,Books
193,1194,East,25718.770216034645,5.0,2023-06-19 05:44:30.270270270,147,98,0,New,Online,Bank Transfer,10.0,Sports
194,1195,East,21692.48203747207,277.0,2023-09-18 13:32:58.378378376,155,89,0,VIP,Direct,Credit Card,10.0,Toys
195,1196,South,17923.560430495992,5.0,2023-01-20 03:49:11.351351351,175,35,0,VIP,Online,Credit Card,10.0,Clothing
196,1197,South,23163.909330531424,15.0,2023-01-13 18:32:47.567567567,164,80,0,New,In-Store,Bank Transfer,3.0,Books
197,1198,West,31353.46428902198,277.0,2024-04-11 04:56:56.216216216,130,2,0,New,Online,Bank Transfer,1.0,Books
198,1199,30,20909.33127529248,10.0,2024-01-14 01:46:40.000000000,103,24,0,Returning,Online,Cash,8.0,Toys
199,1200,East,21241.10293150168,10.0,2023-07-03 22:16:12.972972972,149,74,0,Returning,In-Store,Credit Card,10.0,Electronics
200,1201,East,17703.19550229878,277.0,2023-12-13 03:24:41.081081080,168,38,0,VIP,Online,Cash,10.0,Sports
201,1202,West,15750.77815267604,277.0,2023-11-14 09:40:54.054054052,129,22,0,Returning,Online,Cash,2.0,Toys
202,1203,East,24151.679082721228,5.0,2024-04-20 18:51:31.891891888,187,26,0,Returning,Direct,Bank Transfer,1.0,Toys
203,1204,North,15719.580870455664,277.0,2023-10-30 01:49:32.972972972,158,43,0,New,In-Store,Credit Card,8.0,Books
204,1205,West,20357.83118609696,5.0,2023-09-16 00:14:24.864864864,166,55,1,New,Online,Credit Card,7.0,Clothing
205,1206,North,17611.712766174416,15.0,2023-12-16 08:02:52.972972972,174,39,0,Returning,In-Store,Bank Transfer,7.0,Home & Kitchen
206,1207,West,22394.89912873196,5.0,2024-09-05 02:14:03.243243240,144,91,0,New,In-Store,Cash,4.0,Sports
207,1208,West,21668.31052643474,277.0,2023-03-25 15:52:47.567567567,103,29,0,Returning,Online,Bank Transfer,9.0,Toys
208,1209,South,25187.699721289497,277.0,2023-07-26 06:43:36.216216216,125,20,1,New,Direct,Credit Card,6.0,Sports
209,1210,North,17449.918005726264,15.0,2024-07-01 07:31:10.270270264,126,91,0,New,In-Store,Bank Transfer,2.0,Toys
210,1211,East,18650.625323533142,277.0,2023-03-25 15:52:47.567567567,145,41,0,New,Online,Credit Card,1.0,Electronics
211,1212,East,15106.181421088462,277.0,2023-11-29 02:12:36.756756756,163,54,0,New,In-Store,Cash,1.0,Sports
212,1213,North,17778.533699619442,10.0,2023-01-19 12:29:32.972972973,190,20,0,Returning,Direct,Credit Card,9.0,Electronics
213,1214,30,21886.50246522426,10.0,2024-02-04 18:54:24.864864864,150,19,0,VIP,Direct,Cash,4.0,Books
214,1215,East,23784.94308322676,15.0,2023-07-11 14:11:53.513513512,149,84,0,New,Direct,Cash,5.0,Electronics
